pt,model_run,fcst_time,fcst_dt,sfc_air_temperature,sfc_dewpoint,v_wind_10m,u_wind_10m,sfc_pressure,sea_level_pressure,cloud_cover
KBOS,2021-06-06 00:00:00 UTC,2021-06-10 11:00:00 UTC,107.0,23.270000457763672,8.850000381469727,2.7100000381469727,-0.07999999821186066,1016.1900024414062,918.9400024414062,3.799999952316284
KBOS,2021-06-06 00:00:00 UTC,2021-06-20 12:00:00 UTC,348.0,22.95000076293945,7.75,2.950000047683716,0.2800000011920929,1017.989990234375,920.5599975585936,0.0
KBOS,2021-06-06 00:00:00 UTC,2021-06-21 15:00:00 UTC,375.0,28.440000534057614,7.559999942779541,3.650000095367432,0.3899999856948853,1015.9600219726562,919.6699829101561,6.800000190734863
KBOS,2021-06-06 00:00:00 UTC,2021-06-06 03:00:00 UTC,3.0,12.829999923706055,12.350000381469727,-0.9800000190734864,-1.0299999713897705,1020.75,920.9000244140624,100.0
KBOS,2021-06-06 00:00:00 UTC,2021-06-07 06:00:00 UTC,30.0,13.840000152587892,6.75,-0.6000000238418579,0.5199999809265137,1021.030029296875,921.260009765625,61.599998474121094
KBOS,2021-06-06 00:00:00 UTC,2021-06-08 13:00:00 UTC,61.0,25.54999923706055,0.44999998807907104,2.380000114440918,1.940000057220459,1017.5499877929688,920.5399780273436,24.79999923706055
KBOS,2021-06-06 00:00:00 UTC,2021-06-09 01:00:00 UTC,73.0,18.46999931335449,8.350000381469727,-2.2799999713897705,0.1599999964237213,1019.8499755859376,920.8300170898434,6.5
KBOS,2021-06-06 00:00:00 UTC,2021-06-09 19:00:00 UTC,91.0,21.86000061035156,9.550000190734863,-1.5399999618530271,-1.0800000429153442,1017.4500122070312,919.469970703125,93.0999984741211
KBOS,2021-06-06 00:00:00 UTC,2021-06-10 22:00:00 UTC,118.0,19.049999237060547,12.649999618530273,-1.7599999904632568,-0.9300000071525572,1016.7999877929688,918.3699951171876,66.69999694824217
KBOS,2021-06-06 00:00:00 UTC,2021-06-11 18:00:00 UTC,138.0,14.029999732971193,12.149999618530273,-2.7799999713897705,-1.0299999713897705,1015.3400268554688,916.2100219726561,86.80000305175781
KBOS,2021-06-06 00:00:00 UTC,2021-06-12 12:00:00 UTC,156.0,21.25,10.659999847412108,2.950000047683716,0.4699999988079071,1015.5399780273438,917.9600219726561,18.799999237060547
KBOS,2021-06-06 00:00:00 UTC,2021-06-17 09:00:00 UTC,273.0,20.440000534057614,12.020000457763672,1.3400000333786013,-0.25999999046325684,1011.1300048828124,913.6599731445312,99.4000015258789
KBOS,2021-06-06 00:00:00 UTC,2021-06-18 21:00:00 UTC,309.0,21.07999992370605,10.550000190734863,-2.5699999332427974,1.2100000381469729,1013.969970703125,915.9600219726561,54.099998474121094
KBOS,2021-06-06 00:00:00 UTC,2021-06-19 18:00:00 UTC,330.0,25.649999618530273,10.649999618530273,-3.3599998950958248,1.830000042915344,1012.4299926757812,915.7899780273436,0.0
KBOS,2021-06-06 00:00:00 UTC,2021-06-21 12:00:00 UTC,372.0,26.36000061035156,8.460000038146973,2.9200000762939453,-0.18000000715255735,1017.1599731445312,920.4600219726561,1.7999999523162842
KBOS,2021-06-06 00:00:00 UTC,2021-06-13 12:00:00 UTC,180.0,24.04999923706055,11.550000190734865,4.150000095367432,0.8799999952316285,1015.72998046875,918.7100219726561,8.800000190734863
KBOS,2021-06-06 00:00:00 UTC,2021-06-16 15:00:00 UTC,255.0,27.40999984741211,7.570000171661378,4.360000133514404,0.7200000286102295,1007.2100219726562,911.1400146484376,0.699999988079071
